C010398B-I4.h5	602.429349	-905.343019	169.567413	-295.163920	808.737214	121.470903	2.670000	1.330000
C010398B-P2.h5	428.189160	-358.479085	469.211072	-102.242648	1061.522443	123.730417	2.000000	1.330000
C010398B-P3.h5	379.442301	-340.572652	461.321507	-153.085236	1274.603788	144.600478	2.670000	1.330000
C010600A2.h5	121.585560	-383.727710	52.403860	-305.684015	386.331483	140.576690	4.160000	0.830000
C010600B1.h5	543.520493	-445.564783	256.777288	-432.187730	353.954168	206.629786	4.430000	1.110000
C010600B2.h5	674.766060	-542.231192	237.549247	-456.653108	536.743278	256.636725	4.160000	0.830000
C010600C1.h5	153.980528	-289.925332	205.146467	-298.756017	426.909121	102.540516	2.220000	0.550000
C011098A-I3.h5	208.968888	-333.393910	311.081356	-136.203862	235.943635	123.559542	2.770000	1.110000
C011098A-P4.h5	106.263559	-108.468662	391.263253	-89.994522	100.784552	192.237297	2.220000	1.110000
C020200-16.h5	267.966292	-500.147274	184.851765	-280.976667	316.924961	140.791530	2.220000	1.110000
C020600C1.h5	558.294314	-444.122374	145.501116	-410.629575	545.708707	244.921707	3.050000	1.380000
C030397A-P1.h5	283.072818	-735.887878	1102.220999	-51.051429	1696.892603	379.791850	4.820000	1.800000
C030397A-P2.h5	196.174392	-614.458045	1174.302228	-176.859309	1572.526763	325.306363	5.420000	2.400000
C030397A-P3.h5	836.136633	-464.488239	30.056929	-992.396657	680.482448	232.663610	4.220000	4.820000
C030796A-P2.h5	850.504865	-748.242553	1211.245667	-125.735814	925.146640	286.808886	7.740000	8.340000
C030796A-P3.h5	1087.246500	-661.482453	1348.137343	-286.650186	495.477107	301.594664	9.880000	4.900000
C031000B-P3.h5	162.835233	-440.663521	368.120539	-103.337664	103.986642	162.458445	4.990000	0.550000
C031097B-I4.h5	557.912472	-445.344102	203.453734	-27.412148	434.618019	228.919075	4.430000	0.830000
C031097B-P3.h5	428.482348	-143.413092	27.801383	-327.467861	953.565537	157.045140	2.770000	1.110000
C040600A2.h5	227.057276	-492.419693	361.481657	-206.771961	432.219498	150.604941	3.050000	1.380000
C040600B1.h5	309.592736	-312.316201	174.445770	-265.539046	469.305226	131.838264	3.050000	1.110000
C040600B3.h5	312.426131	-479.171501	104.375667	-199.458844	333.625092	149.861949	2.490000	0.830000
C040896A-P2.h5	132.551177	-751.977968	1025.734295	-218.731124	529.597547	174.546042	5.400000	1.800000
C040896A-P3.h5	597.908956	-601.061793	941.273115	-214.072444	1181.778820	324.570367	8.400000	2.400000
C050398B-I3.h5	371.723787	-201.288336	232.362218	-515.380349	1096.129753	212.963513	3.060000	1.110000
C050398B-I4.h5	186.862263	-733.341684	58.249176	-334.837783	292.903115	160.298344	3.610000	1.110000
C050398B-P1.h5	274.067836	-1234.982306	370.715970	-130.536188	546.756318	207.434046	3.890000	1.390000
C050398B-P2.h5	129.408290	-739.549881	319.272474	-276.686486	604.568793	193.258825	4.720000	1.390000
C050600B1.h5	254.103059	-737.607900	297.036029	-208.395264	652.167750	145.858679	3.050000	0.550000
C050600B2.h5	422.091284	-1221.445710	242.879192	-508.092535	481.239538	205.639758	2.770000	0.550000
C050800E2.h5	404.295458	-396.371771	212.825089	-217.214081	441.935988	237.610097	3.320000	2.490000
C050896A-I.h5	1027.281850	23.862710	151.990535	-267.916657	701.797635	183.503984	4.220000	0.300000
C050896A-P1.h5	24.726034	-279.575249	1143.321399	-202.033626	740.748283	258.548735	3.000000	1.800000
C050896A-P2.h5	268.208729	-574.739882	897.368742	-169.341045	619.656523	249.410797	3.610000	1.810000
C050896A-P3.h5	-12.238125	-393.242609	1010.430545	-145.268842	202.072794	291.021988	4.820000	3.010000
C060400B2.h5	129.580238	-1271.477005	113.887927	-275.592146	102.523776	136.397706	1.940000	0.550000
C060400C1.h5	396.266611	-278.504413	228.903505	-293.553496	821.212377	153.347639	3.880000	1.380000
C060600A2.h5	417.167893	-770.873370	172.404851	-358.901225	427.868335	200.425179	3.880000	0.550000
C060600A3.h5	413.160816	-552.224373	265.220465	-245.420372	384.900467	229.886682	2.490000	0.830000
C060998B-I1.h5	541.176916	-286.538712	84.230590	-43.276279	363.214218	89.629343	1.660000	1.660000
C060998B-P4.h5	250.195626	-191.858343	500.226229	-106.996865	297.406613	209.544668	2.490000	0.830000
C061000A3.h5	542.506045	-329.725469	106.704236	-325.482477	349.734636	166.930328	2.220000	0.550000
C070301B2.h5	1126.553449	-594.073787	140.414442	-345.649801	1004.105632	254.402254	2.800000	0.930000
C070600A2.h5	686.614067	-480.386872	329.745080	-221.366203	392.005139	285.204488	3.600000	0.830000
C070600A4.h5	195.174820	-167.970772	216.284967	-244.942185	231.152840	159.641074	1.660000	0.550000
C070600B2.h5	599.881134	-982.651113	137.698099	-317.720404	559.835343	191.238494	2.490000	0.830000
C080300B2.h5	359.307867	-578.291314	182.697386	-202.155520	492.320871	231.774317	3.320000	0.550000
C080400A3.h5	91.940519	-497.303291	190.949127	-243.053114	313.872539	164.513133	2.490000	0.830000
C080400C2.h5	170.522046	-877.645658	214.184307	-249.120667	332.662298	133.914467	2.490000	0.550000
C090997A-I2.h5	682.696154	-394.588623	180.238434	-96.928665	736.847836	169.806922	3.600000	0.830000
C090997A-I3.h5	313.097393	-173.701978	155.266019	-28.171278	333.377166	144.779878	3.880000	2.220000
C100501A3.h5	620.701772	-3.108542	157.832653	-372.343106	611.761213	206.392680	5.260000	0.830000
C110300A1.h5	103.049396	-410.116291	269.624043	-280.941260	333.360459	154.031338	2.490000	0.550000
C120398A-I4.h5	352.322018	-821.153447	238.493058	-281.209448	615.480842	300.035250	5.990000	1.340000
C120398A-P1.h5	154.596385	-593.225720	218.970050	-133.912850	413.816398	198.346149	3.990000	1.330000
C120398A-P2.h5	479.782020	-634.435165	174.820977	-82.605128	367.615293	206.417873	2.660000	1.330000
C120398A-P3.h5	451.668563	-982.803161	278.335838	-152.455056	807.115478	177.990097	3.330000	1.330000
C120501A1.h5	106.666541	-892.778551	310.981786	-272.122654	220.000307	223.258228	3.600000	0.550000
C121097A-I1.h5	477.264054	-1103.521547	200.783454	-419.527249	870.822297	206.891454	3.600000	1.110000
C130200-19.h5	40.818462	-1012.915099	300.726170	-282.506011	124.075260	153.050544	1.940000	0.550000
C130897B-I1.h5	482.270349	-267.777825	265.095330	-156.367367	205.916345	184.319556	2.660000	1.990000
C130897B-I4.h5	146.122897	-390.338264	85.526535	-203.826112	331.912423	217.371155	3.320000	2.660000
